ID,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07
868,11,7,30,23,63,25,100,265,9,101,83,69,82,75,44,33,56,16,89,87,73,24,21,31,76,35,20,57,23,17,27,42,90,85,115,89,9,56,68,26,16,112,12
869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40,4,0,1,0,0,0,2,0,0
870,,,,,,,,,,,,,,,,,,,,,,,0,0,1,25,11,14,0,8,0,16,7,3,10,0,2,1,18,2,14,0,0
871,9,12,16,37,44,56,30,8,,,0,6,6,0,62,87,89,56,58,30,36,32,47,59,47,51,18,51,67,162,59,20,51,28,29,50,107,58,114,52,29,8,0
872,,,,,,,,,0,32,0,0,1,0,5,0,3,15,10,4,2,,,,,,,,,,,,,,,,,,,,,,
873,12,3,15,21,12,8,2,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,624,42,48,255,21,6,42,129,84,99,93,48,0
875,0,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,,,,,,,,,,,,,,,,53,14,9,5,17,5,8,6,8,20,30,3,108,90,18,69,60,96,45,27,54,6,15,18,9,30,330,0
877,,,,,,,,,,,,,,,,,,,,,,,,,,,57,26,35,22,6,11,1,8,0,9,0,4,8,15,20,3,0
878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,0
879,4,17,67,95,287,80,99,81,72,189,58,62,37,56,110,74,94,79,119,61,54,30,96,24,25,61,70,86,3,46,51,53,119,164,70,54,49,28,23,41,34,17,16
880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,30,32,8,2,19,12,0
881,0,0,0,0,0,0,1,2,0,0,0,0,0,64,16,50,10,3,12,13,0,0,37,10,1,0,15,77,1,13,43,20,10,43,2,1,10,25,4,,,,
882,0,14,0,0,17,16,0,0,0,10,18,0,1,0,0,0,0,0,0,0,12,0,19,0,0,0,4,0,0,0,7,4,0,0,0,0,11,16,25,0,0,0,0
883,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,27,165,136,128,217,126,111,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,1,7,9,1,45,4,10,25,16,34,61,11,43,14,11,5,48,5,48,18,28,37,30,8,61,31,45,9,43,1,0,9,29,0,9,18,9,7,5,8,17,0,0
886,6,10,80,78,117,100,24,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,,,,,,,0,0,25,61,23,15,20,29,47,11,13,26,13,28,30,48,24,34,24,39,13,6,36,33,44,82,52,35,25,23,34,49,60,35,50,100,18
888,2,14,8,5,7,5,15,28,61,59,28,8,5,51,36,32,18,5,46,10,21,14,,,,,,,,,,,,,,,,,,,,,
889,0,0,0,0,0,0,0,0,,,,,,,,15,7,48,49,71,57,0,0,0,0,0,,,,,,,,,,,,,,,,,
890,7,2,14,20,15,34,99,23,118,14,56,5,123,47,24,0,5,12,10,12,6,7,,,,,,,,,,,,,,,,,,,,,
891,0,2,28,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,,,0,0,7,0,3,0,5,13,10,42,127,114,62,95,277,85,111,38,172,59,52,125,65,69,68,119,114,63,68,83,62,58,123,51,106,45,31,43,24,86,25
893,,,,,,0,0,40,1,0,6,0,7,28,130,50,243,7,61,1,14,2,14,1,1,11,1,1,24,1,1,3,1,5,5,2,7,5,2,5,8,16,3
894,5,7,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,0,1,0,2,5,15,11,5,62,1,14,2,13,17,3,0,18,46,2,5,4,6,1,1,4,17,8,0,0,,18,4,14,0,8,4,2,17,0,14,6,15,5
896,0,4,0,0,0,46,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,60,8,4,0,3,13,4,0,0,4
897,,,,,,,,,,,,,,0,38,10,17,6,8,6,0,4,0,0,0,0,,,,,,,,,,,,,,,,,
898,0,0,0,0,0,72,46,30,16,8,45,6,1,2,39,37,19,5,21,17,11,0,22,0,3,4,19,22,4,0,1,16,9,3,0,0,5,13,4,2,27,8,0
899,6,2,1,3,0,17,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,5,0,29,,,,0,33,13,105,21,10,28,9,25,4,3,26,0,9,8,51,19,4,50,19,24,17,27,20,28,23,18,9,20,15,22,21,9,17,43,37,2
901,10,2,4,5,3,10,0,26,32,42,19,7,7,5,0,0,10,7,28,37,19,29,9,1,10,16,1,53,3,24,13,21,33,10,4,48,35,5,4,24,13,73,0
902,3,1,16,10,1,8,6,0,,,,,,,,,,,2,11,8,26,22,10,10,16,7,6,9,14,5,6,,,,,,,,,,,
903,,,,,,,,,,,0,20,96,20,21,13,49,41,4,28,29,15,20,7,42,26,7,29,9,5,12,3,7,20,8,12,17,18,13,6,14,2,8
904,0,0,0,38,55,19,26,85,29,25,61,18,2,2,12,26,4,9,21,34,6,58,21,26,3,25,37,35,0,0,3,0,2,7,2,0,11,1,0,3,0,12,0
905,0,0,0,0,,,,,,,,0,10,0,16,1,12,17,34,13,10,6,12,6,22,19,7,20,33,19,32,13,7,16,20,10,23,17,25,6,12,24,2
906,33,9,18,17,26,7,11,29,17,19,16,0,62,140,29,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,
907,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,44,86,14,42,29,24,11,0
909,,,,,,,,,,,,,,43,355,161,176,160,74,240,116,100,136,126,128,120,193,171,167,229,211,181,147,169,264,112,109,176,149,238,187,116,13
910,32,0,12,47,22,56,26,15,59,27,31,19,14,9,26,47,40,31,37,39,21,28,55,27,17,31,34,51,36,75,50,47,66,64,90,15,25,116,141,57,83,43,6
911,10,9,3,0,,,,,22,13,13,0,4,0,3,0,9,1,11,10,0,5,12,2,6,18,2,22,8,20,14,11,9,9,1,3,10,15,12,14,3,18,1
912,0,0,0,0,,0,27,24,3,17,11,2,14,35,2,4,8,15,47,9,11,4,4,7,15,10,12,123,35,19,9,13,15,15,4,1,3,10,1,5,9,16,0
913,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,13,1,3,0,16,17,0,31,38,38,62,5,65,14,33,7,35,12,7,22,7,20,35,17,16,51,47,16,13,5,4,4,8,4,10,5,5,6,6,7,7,15,0
915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,49,46,6,23,16,1
916,,,,0,41,64,44,22,192,145,248,45,21,83,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,22,1,0,0,10,0,2,0,5,9,0,,,,
918,1,16,3,21,0,0,10,2,,,,,2,34,1,0,10,8,21,25,62,55,31,2,12,7,21,2,1,2,8,1,2,6,0,26,18,15,34,8,10,4,8
919,,,,,,,,,,,,,,,,,,33,10,7,6,20,12,4,0,31,0,3,8,2,11,9,8,6,10,7,0,19,3,8,0,12,0
920,,,,0,42,8,49,51,56,59,151,23,82,73,29,3,24,35,34,15,4,12,9,2,23,2,5,8,27,13,4,12,6,26,9,2,14,7,2,12,60,12,2
921,0,0,0,0,0,0,4,6,1,2,0,1,0,0,0,0,0,7,3,0,0,0,6,2,0,0,1,0,0,0,0,2,3,0,4,0,4,2,5,11,0,5,0
922,6,2,11,13,19,9,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,5,2,0,82,5,15,18,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,39,37,21,110,254,98,159,70,,,,,,,,,133,24,33,111,65,20,14,64,16,57,19,43,12,171,94,180,103,9,139,7,28,20,2,0,0,2,0
925,0,2,10,53,67,47,54,56,24,20,7,11,15,0,43,14,21,35,19,0,6,3,0,0,0,,,,,,,,,,,,,,,,,,
926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1,33,12,0,0,0,15,8,36,5,2,0
927,2,1,1,10,,,,,,,,,,,,,,0,114,24,18,14,7,6,26,31,29,10,0,10,18,40,23,18,2,6,0,40,53,25,10,1,0
928,0,4,15,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,,,0,4,46,9,1,10,103,124,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9
930,6,17,32,5,84,10,5,82,164,1270,402,57,22,51,15,5,7,3,33,25,22,74,71,0,27,4,0,12,126,54,5,9,12,81,14,20,49,9,5,4,1,2,0
931,0,2,0,7,1,10,0,23,31,42,23,1,1,0,2,1,5,4,1,1,0,2,0,1,0,2,1,3,4,1,3,6,1,1,1,0,2,2,4,1,2,0,1
932,,,,,,,,,,,0,0,5,0,58,26,37,19,0,0,96,64,73,0,0,0,11,32,3,0,20,15,0,9,0,3,7,0,0,0,3,2,0
933,2,5,2,5,18,17,15,7,10,24,34,11,8,18,16,0,9,37,38,33,18,5,35,5,29,15,26,38,52,23,35,46,30,30,27,20,22,26,9,29,19,13,0
934,,,,,,,,,116,79,114,68,55,76,90,104,139,116,46,73,61,77,102,63,78,76,75,64,155,115,109,146,79,55,84,33,62,93,93,119,128,153,2
935,3,3,0,0,,,,,,,,,19,16,1,12,19,7,11,4,14,21,9,23,13,15,12,8,8,17,18,18,11,26,8,12,12,16,20,21,24,26,5
936,1,2,30,12,18,30,41,157,157,355,178,18,126,64,196,95,86,32,21,26,6,24,90,41,699,299,69,45,128,80,55,100,241,170,48,39,79,46,71,79,154,79,16
937,0,8,4,0,0,74,20,7,0,9,71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,,,,,
938,13,7,15,35,97,337,108,121,1189,997,726,30,38,37,187,27,55,57,67,39,71,54,24,46,110,9,20,17,95,81,75,23,8,69,40,8,44,47,22,124,54,78,2
939,37,12,10,4,6,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,,,,,,,,,,,,0,23,0,0,5,68,1,8,11,0,0,0,0,,,,,,,,,,,,,,,,,,,
941,32,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,41,23,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,0,5,6,40,55,132,73,125,185,177,348,76,219,80,107,61,80,100,91,26,65,73,84,31,119,30,30,78,71,62,35,57,66,107,85,60,23,52,46,16,20,41,11
945,2,11,7,6,35,32,16,36,5,4,7,54,8,5,1,42,50,6,17,11,5,8,1,6,24,6,0,2,28,4,6,0,27,5,38,45,8,2,3,25,7,1,0
946,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,15,0,0,19,16,25,7,0,,,,,,,,,,,,0,2,31,34,36,0,1,0,0,6,2,1,0,6,0,2,0,3,0,0,2,0,3,1
948,0,13,0,5,2,3,0,0,,,0,18,8,21,13,42,13,0,19,4,3,0,17,9,12,10,4,5,17,18,9,11,13,8,4,0,17,13,14,22,2,4,0
949,1,4,26,84,49,5,90,86,106,109,110,12,22,50,73,77,111,97,46,40,28,48,55,25,59,72,79,101,17,5,7,6,0,0,3,16,20,34,15,3,7,19,0
950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,31,31,11,3,2,2,2,0
951,3,2,27,22,19,24,18,9,,,,,,,,,,,,,,,42,11,91,29,35,62,28,0,8,22,69,28,14,43,12,4,5,15,14,32,0
952,,,,,0,29,0,31,16,17,16,0,4,14,11,13,10,6,16,7,0,2,39,4,5,0,16,497,0,45,7,2,4,0,3,23,6,2,24,23,41,13,0
953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,57,0,0,0,0,0,0,0,0
954,48,21,5,,,,53,57,26,48,73,33,186,57,30,6,29,19,24,12,37,10,2,5,2,14,26,32,17,27,53,52,17,23,18,12,6,3,2,1,4,,
955,0,0,7,4,1,6,4,55,26,0,0,3,0,0,0,,,,,,,,,,,,,,,,,28,12,39,6,0,8,6,0,0,8,0,2
956,,,0,24,4,9,9,5,0,41,33,4,13,9,19,8,11,3,11,20,2,0,9,34,8,14,3,11,18,1,0,18,15,26,10,0,12,0,4,8,2,0,0
957,17,6,9,48,31,44,0,57,0,118,44,40,17,21,57,30,13,23,30,115,24,45,79,7,10,93,120,94,157,45,72,50,32,38,3,9,43,4,10,32,14,36,0
958,0,0,0,0,2,0,0,12,28,1,1,17,20,0,8,15,7,23,3,1,0,0,,,,,,,,,,,,,,,0,25,16,1,0,19,0
959,2,3,21,22,41,12,57,40,32,78,26,43,26,2,14,29,21,8,22,19,31,7,25,2,23,19,5,9,12,27,14,6,10,19,16,3,30,7,14,7,17,8,33
960,1,4,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,21,15,3,5,5,4,0,,,,,,,,,,,,,,,,,,17,49,60,14,15,9,5,3,5,1,3,4,1,25,31,18,10,8,1
962,10,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,,,,,,,,,,,,,,,,,,,,,0,22,7,1,13,50,23,9,5,5,2,2,1,5,3,0,0,0,7,9,2,3,0
964,,,,,,,,,,,,,,,,,,,,,,,,,108,53,18,5,7,2,12,9,11,2,0,7,6,10,1,0,4,4,13
965,0,0,21,57,11,0,38,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,,,,,,,,,,,,,,,0,6,14,7,17,8,0,0,0,0,16,13,10,15,11,2,27,24,0,17,15,2,0,0,0,7,5,24,0
967,5,13,7,13,10,16,6,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,27,3,0,0,21,0,0,0,0,0,0,11,1,0,0,0
969,6,18,28,24,91,63,68,116,311,228,39,59,109,75,96,147,150,166,96,175,44,126,56,104,64,66,77,103,102,150,222,193,103,89,80,56,134,104,73,144,49,73,3
970,10,22,28,36,49,0,15,53,22,17,9,24,0,27,33,11,18,20,10,8,15,16,3,4,18,2,1,15,4,0,29,10,0,2,4,7,10,0,0,23,4,4,0
971,,,,,,,,,141,194,85,78,187,131,155,127,244,254,217,92,116,139,76,33,51,68,113,75,49,110,55,63,73,76,150,89,73,101,61,45,79,62,28
972,1,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,0,23,46,33,42,8,35,59,124,13,0,33,9,,,,,,,,,,,,,,,,,64,68,18,15,22,10,15,31,52,32,46,15,1,
974,5,16,18,11,25,43,10,25,5,85,70,36,23,18,41,30,43,104,32,28,71,39,36,6,13,54,81,92,27,22,33,15,11,2,132,5,66,27,20,12,41,43,6
975,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,0,0
976,,,,,,,,,,,,,,,,,,,,,,,,,,10,12,10,6,15,3,25,23,4,4,18,14,0,30,7,8,8,0
977,0,3,8,8,0,14,22,32,8,21,161,7,41,69,47,85,15,12,24,12,19,13,21,11,5,1,0,14,3,15,15,19,11,5,0,,,,,,,,
978,1,0,2,8,11,10,0,0,0,0,36,10,13,3,17,4,16,0,12,5,0,24,0,0,0,0,6,0,0,0,8,25,11,1,20,11,72,2,16,0,30,0,0
979,,0,0,2,13,94,38,39,22,94,14,45,37,0,12,0,3,22,19,33,30,2,1,2,4,2,0,9,2,6,5,0,0,,,,,,,,,,
980,,0,2,9,47,29,0,6,8,60,40,11,61,18,0,0,13,55,10,5,20,1,11,3,10,12,0,221,83,36,95,38,99,212,124,74,129,97,113,73,149,61,2
981,2,1,3,0,0,0,3,0,0,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,,,,,,,,,,,,,,,,,,,5,24,36,6,9,43,12,3,4,5,11,0,0,5,0,0,0,0,,,,,,,
983,87,68,97,190,199,232,211,157,202,163,249,82,144,194,122,264,278,150,198,128,103,136,117,91,227,189,152,203,113,202,190,169,169,169,138,44,135,183,161,173,223,122,18
984,4,20,29,3,18,43,25,87,101,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,,,,,,,,,,,,,,,,0,23,9,29,20,27,7,16,49,38,23,12,11,15,11,8,116,45,12,12,7,0,0,,,,,
986,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,4,0,0,0,0,,,,,,,,
987,0,0,3,23,17,77,56,132,189,63,60,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,4,9,10,0
989,29,133,97,83,51,,,,,,,,,,,,,,,,,,,,,0,39,100,55,18,57,32,17,63,17,13,33,40,0,,,,
990,3,7,12,8,30,72,36,29,10,24,6,8,25,24,40,18,46,30,27,31,27,20,21,16,13,20,5,17,20,31,19,17,25,35,14,2,32,12,2,18,6,4,0
991,3,2,1,14,35,33,19,29,80,80,21,20,8,29,44,26,79,67,83,31,27,64,143,36,16,10,38,66,36,114,21,70,1,18,32,27,64,65,19,66,38,33,3
992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
993,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,,,,,,,,,,,,,,,,,,,,,,,,,,,39,138,22,0,0,0,0,0,0,0,0,,,,,,
995,0,0,0,0,0,2,1,2,60,19,2,4,9,10,2,2,1,17,6,7,8,10,9,10,25,1,0,13,24,0,13,3,15,16,6,0,16,4,7,1,0,0,
996,0,1,2,0,7,14,1,31,1,38,0,2,14,34,40,9,20,23,7,2,0,0,17,63,131,16,0,27,12,1,19,166,48,45,71,6,126,47,1,144,53,52,0
997,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,0,0,1,1,20,3,10,3,6,1,7,5,17,10,25,6,5,5,0,8,6,1,1,1,1,1,0,0,1,0,2,0,2,0,0,0,0,0,5,1,0,0,0
999,6,5,6,,,,,,,,,,,,,,,,,0,50,38,1,19,38,60,51,37,23,56,12,9,42,2,3,35,14,21,24,27,74,37,0
1000,,,,,,,,,,,0,94,18,14,68,70,36,0,0,0,6,4,0,6,,,,,,,,,,,,,,,,,,,
1001,11,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,91,71,38,78,16,45,23,38,35,0
1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3,15,1,2,0,15,0
1003,,,,,,,,,,,0,1,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,13,0,3
1004,29,21,14,2,5,,,,,,,,,,,,,,,23,35,68,38,0,8,6,193,113,81,45,101,119,144,39,95,36,137,56,18,0,20,2,0
1005,2,3,30,30,41,74,0,29,0,114,14,22,9,70,1,14,13,2,3,2,3,0,5,0,11,0,8,2,2,7,6,0,0,0,0,,,,,,,,
1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,183,6,21,39,210,240,66,24,156,12
1007,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,20,7,0,3,2,0,0,3,0,0,,,,,,
1008,0,6,29,46,10,12,13,13,25,4,5,0,12,14,22,34,28,53,28,12,26,5,1,7,12,17,0,2,0,16,6,4,3,21,26,0,0,10,3,22,2,2,0
1009,41,3,48,57,32,128,167,62,66,8,64,84,48,43,8,2,44,10,8,84,55,59,0,0,,,,,,,,,,,0,1,6,55,4,47,26,5,0
1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,0
1011,,,,,,0,9,23,2,9,2,3,19,40,39,26,49,8,21,7,7,1,18,0,2,12,31,7,14,5,22,9,9,7,8,9,20,16,13,16,15,24,1
1012,0,3,19,22,6,13,55,15,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,1,1,11,21,30,16,32,17,45,59,21,6,31,24,43,21,18,68,82,55,28,15,47,23,91,62,22,73,13,7,28,37,40,44,33,0,59,25,60,49,68,28,8
1014,,,0,24,71,233,82,113,120,49,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,,,7,0,6,5,0,0,0,0,20,0,2,42,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,4,2,28,0,0,0,,29,79,63,87,11,55,9,50,26,20,14,13,23,8,6,4,2,3,10,2,5,2,1,10,5,19,6,0,2,0,6,6,2,5,2,0
1017,45,27,16,26,3,22,90,121,132,166,77,70,62,191,41,17,4,13,9,38,87,19,28,26,10,36,16,7,34,93,51,20,59,39,11,1,45,12,11,19,5,6,2
1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,123,61,21,8,22,13,19,121,59,150,6
1019,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,2,0,14,4,6,27,29,33,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,0,1,2,2,5,3,0,0,0,1,1,0,0,2,1,6,3,7,1,1,0,1,1,9,1,2,1,1,0,0,3,1,0,3,3,15,1,4,0,10,24,2,0
1022,26,32,52,83,45,92,103,208,339,258,263,85,164,77,136,58,148,85,135,35,178,44,113,19,42,48,46,90,88,16,3,10,0,22,9,0,5,11,10,8,13,8,0
1023,0,9,5,25,41,38,44,37,55,31,63,18,33,13,68,50,55,56,19,27,0,15,15,44,60,19,40,112,3,41,7,69,3,80,58,54,39,10,16,0,39,16,2
1024,8,6,8,2,4,2,4,0,1,14,0,2,2,3,4,0,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,
1025,,,,,,,,,29,522,566,194,484,446,610,714,389,605,367,387,336,261,355,361,304,330,439,474,354,497,294,593,353,398,295,184,709,319,400,440,91,123,6
1026,25,35,59,98,215,366,171,217,100,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,0,0,0,,,,,,,,,,0,18,2,0,5,0,2,0,1,0,0,7,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,0,17,0,0,3,68,16,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,0,0,0,3,4,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,7,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,7,17,25,21,136,391,38,47,122,198,129,6,,,,,,,,,,,,,,,,,,,,,,,0,10,18,49,11,12,14,15,0
1032,0,7,0,8,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,,,,,2,2,0,14,12,156,0,0,0,0,0,0,71,5,0,13,15,4,0,0,,,,,,,,,,,,,,,,,,,
1034,20,17,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,,,,,,,,,,,,,,,,,,,,31,0,2,0,0,7,0,0,0,0,2,9,4,18,8,0,1,0,14,,,,,
1036,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,0,4,10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,9,0
1038,2,0,2,0,3,15,3,0,0,5,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,2,2,224,95,43,84,71,55,4,0
1039,,3,4,23,48,43,27,55,38,86,60,24,40,8,17,23,41,30,23,25,8,21,9,9,3,15,9,12,18,10,16,22,19,12,4,0,6,9,11,10,7,14,0
1040,,,,,,,,,,,,,,,0,11,6,9,0,54,8,21,6,10,0,18,67,7,0,4,0,0,0,8,26,0,19,0,0,0,33,0,8
1041,5,31,24,45,43,123,22,45,119,29,186,15,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,,,,,,0,0,2,0,23,17,0,13,21,0,7,0,0,0,1,15,0,6,28,20,55,1,15,0,0,5,10,30,22,13,8,6,154,3,7,18,13,1
1043,,0,0,87,47,144,61,152,255,57,107,63,53,94,35,27,39,84,62,63,61,90,47,23,121,141,67,76,137,183,162,96,87,120,57,33,65,139,0,5,16,31,2
1044,1,12,26,21,15,1,22,18,51,86,12,4,0,9,15,0,31,14,19,56,23,1,15,0,7,23,41,29,2,0,2,0,14,8,76,3,41,1,38,1,6,43,2
1045,4,14,19,,,,,,,,,,,,,,,,,,,,6,7,2,72,16,87,4,4,0,17,36,44,4,0,0,0,0,5,11,21,3
1046,,0,0,0,6,10,0,1,4,0,78,23,3,7,9,6,30,40,4,14,27,4,3,4,27,24,40,9,8,21,6,30,5,3,10,5,8,1,0,22,30,8,2
1047,10,3,140,0,,,,,,,,,,,,,,,,,27,19,0,2,4,38,1,61,5,3,3,7,7,8,30,16,3,1,0,17,37,8,0
1048,0,10,1,,,,,,,,,,,,,,,,,,,,9,6,68,63,45,43,32,1,36,31,42,47,40,13,16,17,8,5,5,11,0
1049,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,9,2,6,0,3,4,1,1,4,5,11,,,,,
1050,0,7,7,14,6,11,10,62,6,2,9,22,4,0,9,5,5,8,5,15,5,25,2,0,3,5,17,4,2,13,23,17,0,9,9,10,37,2,5,2,5,0,0
1051,4,13,18,22,20,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,0,11,3,2,2,12,6,3,1,10,9,5,5,6,1,20,8,11,18,6,4,7,15,1,6,2,3,1,2,6,3,1,3,2,2,0,3,0,4,2,1,1,0
1053,10,0,14,3,17,40,12,13,11,4,7,9,0,,,,,,,,,,0,15,19,0,3,0,0,15,4,7,2,6,22,11,2,8,1,0,1,0,0
1054,0,5,12,3,5,27,18,17,14,47,27,13,11,0,8,28,10,4,45,5,0,28,0,6,0,9,0,1,36,26,17,15,30,4,15,0,2,0,12,0,9,13,0
1055,,,,,10,15,28,12,38,10,41,21,26,4,3,11,39,2,17,8,0,4,5,0,0,13,0,0,0,,,,,,,,,,,,,,
1056,3,1,8,0,0,0,0,16,5,9,7,10,25,10,14,14,0,18,0,5,1,9,19,38,79,29,25,79,104,13,31,21,3,23,1,2,0,0,5,2,1,0,0
1057,1,0,5,0,,,,,,24,26,8,0,13,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1058,,,,,,,,,,,,,,,,,,,,19,8,7,11,11,7,0,17,8,15,10,17,13,6,4,5,0,0,19,3,0,14,5,2
1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,39,4,46,7,3,7,22,7,0
1060,,,,,,,,,,,,,,,,,,,,72,104,33,148,58,62,55,241,22,0,,,,,,,,,,,,,,
1061,0,15,0,0,0,3,0,0,28,0,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,7,8,6,25,6,21,15,17,41,15,0,23,24,13,25,11,12,15,10,7,17,14,11,17,12,15,25,17,16,12,11,14,6,18,29,16,21,14,12,19,13,20,0
